,YearEnd,LocationAbbr,LocationDesc,DataValue,Stratification1
118883,2019,TX,Texas,11.0,"White, non-Hispanic"
118950,2017,TX,Texas,15.6,"Black, non-Hispanic"
118966,2014,TX,Texas,9.9,"White, non-Hispanic"
119004,2016,TX,Texas,10.1,"White, non-Hispanic"
119013,2015,TX,Texas,17.0,"Black, non-Hispanic"
119032,2019,TX,Texas,14.1,Hispanic
119046,2017,TX,Texas,11.9,Overall
119068,2012,TX,Texas,9.5,"White, non-Hispanic"
119087,2018,TX,Texas,12.1,Female
119118,2012,TX,Texas,7.9,"Other, non-Hispanic"
119126,2018,TX,Texas,0.0,"Multiracial, non-Hispanic"
119138,2017,TX,Texas,0.0,"Multiracial, non-Hispanic"
119183,2018,TX,Texas,13.0,Male
119221,2018,TX,Texas,12.6,Overall
119235,2011,TX,Texas,11.8,Hispanic
119255,2017,TX,Texas,13.1,Hispanic
119259,2014,TX,Texas,0.0,"Other, non-Hispanic"
119285,2013,TX,Texas,11.9,Hispanic
119300,2016,TX,Texas,8.7,"Other, non-Hispanic"
119328,2015,TX,Texas,12.2,Hispanic
119389,2018,UT,Utah,9.8,Hispanic
119396,2017,US,United States,10.1,Female
119408,2018,UT,Utah,8.8,Male
119472,2012,UT,Utah,6.8,"Other, non-Hispanic"
119473,2011,UT,Utah,6.9,Male
119481,2013,US,United States,9.7,Female
119498,2016,UT,Utah,7.8,Male
119523,2016,UT,Utah,6.2,Hispanic
119542,2016,US,United States,10.7,Male
119544,2014,UT,Utah,8.8,Hispanic
119616,2013,UT,Utah,7.4,Male
119624,2011,US,United States,9.0,Female
119641,2016,UT,Utah,9.8,"Other, non-Hispanic"
119648,2016,UT,Utah,0.0,"Black, non-Hispanic"
119664,2014,UT,Utah,0.0,"Black, non-Hispanic"
119682,2012,UT,Utah,0.0,"Black, non-Hispanic"
119694,2018,US,United States,11.4,Male
119696,2015,UT,Utah,7.5,Male
119772,2011,US,United States,9.5,Overall
119784,2014,UT,Utah,8.8,"Other, non-Hispanic"
119810,2018,UT,Utah,0.0,"Black, non-Hispanic"
119833,2012,UT,Utah,8.0,Hispanic
119845,2018,UT,Utah,7.8,"Other, non-Hispanic"
119848,2015,US,United States,9.4,Female
119910,2014,UT,Utah,6.7,"White, non-Hispanic"
119913,2012,US,United States,10.3,Male
119943,2015,UT,Utah,0.0,"Multiracial, non-Hispanic"
119945,2017,UT,Utah,6.7,Female
119985,2013,UT,Utah,0.0,"Multiracial, non-Hispanic"
119995,2016,UT,Utah,7.3,"White, non-Hispanic"
120003,2014,US,United States,10.5,Male
120009,2019,US,United States,10.7,Overall
120090,2017,UT,Utah,0.0,"Multiracial, non-Hispanic"
120091,2015,UT,Utah,6.6,Female
120110,2019,UT,Utah,0.0,"Multiracial, non-Hispanic"
120123,2011,UT,Utah,6.7,Overall
120142,2019,UT,Utah,7.6,Female
120164,2013,US,United States,9.6,Overall
120185,2019,US,United States,10.4,Female
120186,2012,UT,Utah,7.4,Male
120238,2014,UT,Utah,7.5,Male
120259,2017,UT,Utah,7.1,Overall
120264,2013,UT,Utah,6.8,Female
120279,2019,UT,Utah,8.0,Overall
120318,2011,UT,Utah,6.4,Female
120327,2018,UT,Utah,8.1,"White, non-Hispanic"
120387,2015,US,United States,10.3,Male
120395,2015,UT,Utah,7.0,Overall
120410,2012,UT,Utah,7.0,"White, non-Hispanic"
120419,2017,US,United States,10.5,Overall
120446,2013,UT,Utah,7.1,Overall
120491,2013,UT,Utah,6.9,"White, non-Hispanic"
120500,2016,US,United States,10.0,Female
120548,2012,UT,Utah,7.2,Overall
120556,2011,UT,Utah,0.0,"Multiracial, non-Hispanic"
120565,2012,US,United States,9.7,Overall
120586,2016,UT,Utah,0.0,"Multiracial, non-Hispanic"
120613,2014,UT,Utah,0.0,"Multiracial, non-Hispanic"
120622,2015,UT,Utah,6.8,"White, non-Hispanic"
120646,2016,US,United States,10.5,Overall
120665,2018,UT,Utah,0.0,"Multiracial, non-Hispanic"
120666,2014,UT,Utah,6.7,Female
120776,2016,UT,Utah,6.6,Female
120799,2018,UT,Utah,7.8,Female
120821,2019,UT,Utah,8.0,"White, non-Hispanic"
120828,2012,UT,Utah,6.9,Female
120830,2018,UT,Utah,8.4,Overall
120834,2014,US,United States,10.0,Overall
120903,2011,US,United States,10.0,Male
120909,2017,UT,Utah,6.9,"White, non-Hispanic"
120974,2011,UT,Utah,6.7,"White, non-Hispanic"
120984,2018,US,United States,10.6,Female
121009,2012,UT,Utah,0.0,"Multiracial, non-Hispanic"
121061,2016,UT,Utah,7.2,Overall
121079,2014,UT,Utah,7.1,Overall
121101,2019,UT,Utah,8.5,Male
121104,2019,UT,Utah,7.3,Hispanic
121114,2011,UT,Utah,7.0,"Other, non-Hispanic"
121128,2013,US,United States,10.1,Male
121221,2017,UT,Utah,7.5,Male
121281,2014,US,United States,9.5,Female
121297,2018,US,United States,10.9,Overall
121318,2015,UT,Utah,7.7,Hispanic
121323,2012,US,United States,9.2,Female
121346,2017,UT,Utah,7.7,Hispanic
121404,2017,US,United States,10.8,Male
121415,2017,UT,Utah,0.0,"Black, non-Hispanic"
121428,2011,UT,Utah,0.0,"Black, non-Hispanic"
121433,2019,US,United States,11.2,Male
121454,2015,UT,Utah,0.0,"Black, non-Hispanic"
121484,2015,US,United States,9.9,Overall
121502,2013,UT,Utah,0.0,"Black, non-Hispanic"
121508,2019,UT,Utah,9.6,"Other, non-Hispanic"
121529,2019,UT,Utah,0.0,"Black, non-Hispanic"
121539,2013,UT,Utah,8.2,"Other, non-Hispanic"
121556,2011,UT,Utah,6.0,Hispanic
121623,2015,UT,Utah,9.4,"Other, non-Hispanic"
121644,2017,UT,Utah,7.0,"Other, non-Hispanic"
121654,2013,UT,Utah,6.5,Hispanic
121672,2014,VA,Virginia,5.8,"Other, non-Hispanic"
121696,2012,VA,Virginia,9.9,"Other, non-Hispanic"
121703,2013,VA,Virginia,11.8,"Multiracial, non-Hispanic"
121772,2015,VA,Virginia,0.0,"Multiracial, non-Hispanic"
121829,2019,VA,Virginia,13.5,"Multiracial, non-Hispanic"
121844,2017,VA,Virginia,0.0,"Multiracial, non-Hispanic"
121918,2017,VA,Virginia,4.5,"Other, non-Hispanic"
121949,2011,VA,Virginia,0.0,"Multiracial, non-Hispanic"
121973,2019,VA,Virginia,9.8,Hispanic
121991,2017,VA,Virginia,5.7,Hispanic
122007,2013,VA,Virginia,4.5,Hispanic
122031,2018,VA,Virginia,12.4,"Other, non-Hispanic"
122050,2017,VA,Virginia,9.9,"White, non-Hispanic"
122060,2012,VA,Virginia,9.8,"White, non-Hispanic"
122063,2014,VA,Virginia,9.1,"White, non-Hispanic"
122102,2011,VA,Virginia,11.2,Hispanic
122170,2019,VA,Virginia,9.9,"White, non-Hispanic"
122177,2015,VA,Virginia,6.3,Hispanic
122202,2014,VA,Virginia,0.0,"Multiracial, non-Hispanic"
122336,2011,VA,Virginia,10.4,Overall
122355,2013,VA,Virginia,9.8,Overall
122419,2016,VA,Virginia,4.6,"Other, non-Hispanic"
122425,2016,VA,Virginia,4.3,Hispanic
122437,2015,VA,Virginia,10.3,Overall
122444,2018,VA,Virginia,9.4,"Multiracial, non-Hispanic"
122472,2012,VA,Virginia,0.0,"Multiracial, non-Hispanic"
122486,2014,VA,Virginia,15.4,"Black, non-Hispanic"
122531,2016,VA,Virginia,10.7,"White, non-Hispanic"
122542,2016,VA,Virginia,5.0,"Multiracial, non-Hispanic"
122554,2018,VA,Virginia,6.8,Hispanic
122564,2016,VA,Virginia,15.1,"Black, non-Hispanic"
122567,2012,VA,Virginia,4.9,Hispanic
122587,2014,VA,Virginia,5.4,Hispanic
122670,2018,VA,Virginia,9.8,"White, non-Hispanic"
122703,2019,VA,Virginia,10.9,Overall
122712,2012,VA,Virginia,15.5,"Black, non-Hispanic"
122749,2017,VA,Virginia,10.5,Overall
122774,2011,VA,Virginia,9.9,Male
122775,2012,VA,Virginia,10.6,Overall
122800,2019,VA,Virginia,10.4,Female
122805,2017,VA,Virginia,10.8,Male
122852,2015,VA,Virginia,9.8,Male
122880,2014,VA,Virginia,9.7,Overall
122907,2019,VA,Virginia,11.5,Male
122910,2013,VA,Virginia,10.0,Male
122975,2015,VA,Virginia,10.8,Female
122986,2015,VA,Virginia,14.5,"Black, non-Hispanic"
123024,2013,VA,Virginia,9.7,Female
123049,2018,VA,Virginia,14.4,"Black, non-Hispanic"
123131,2011,VA,Virginia,10.9,Female
123142,2017,VA,Virginia,10.3,Female
123182,2011,VA,Virginia,13.3,"Black, non-Hispanic"
123188,2016,VA,Virginia,10.4,Overall
123194,2018,VA,Virginia,10.5,Overall
123196,2016,VA,Virginia,10.2,Female
123210,2018,VA,Virginia,10.2,Female
123221,2015,VA,Virginia,0.0,"Other, non-Hispanic"
123256,2012,VA,Virginia,10.2,Male
123270,2013,VA,Virginia,8.0,"Other, non-Hispanic"
123354,2018,VA,Virginia,10.9,Male
123362,2014,VA,Virginia,9.6,Male
123368,2013,VA,Virginia,15.5,"Black, non-Hispanic"
123370,2011,VA,Virginia,9.0,"Other, non-Hispanic"
123499,2019,VA,Virginia,5.1,"Other, non-Hispanic"
123512,2011,VA,Virginia,9.6,"White, non-Hispanic"
123527,2014,VA,Virginia,9.8,Female
123565,2017,VA,Virginia,17.6,"Black, non-Hispanic"
123568,2016,VA,Virginia,10.7,Male
123589,2019,VA,Virginia,17.5,"Black, non-Hispanic"
123593,2015,VA,Virginia,9.9,"White, non-Hispanic"
123635,2012,VA,Virginia,10.9,Female
123647,2013,VA,Virginia,8.8,"White, non-Hispanic"
123693,2016,VT,Vermont,8.9,Male
123723,2013,VT,Vermont,7.8,Overall
123737,2014,VT,Vermont,8.7,Male
123781,2017,VT,Vermont,0.0,"Black, non-Hispanic"
123825,2011,VT,Vermont,7.7,Overall
123827,2011,VT,Vermont,8.2,Male
123837,2019,VT,Vermont,0.0,"Other, non-Hispanic"
123858,2017,VT,Vermont,12.4,"Other, non-Hispanic"
123880,2015,VT,Vermont,8.2,Overall
123918,2012,VT,Vermont,0.0,"Black, non-Hispanic"
123934,2014,VT,Vermont,0.0,"Black, non-Hispanic"
123936,2019,VT,Vermont,0.0,"Black, non-Hispanic"
123955,2013,VT,Vermont,8.5,Male
124024,2017,VT,Vermont,8.2,Overall
124075,2014,VT,Vermont,0.0,Hispanic
124102,2012,VT,Vermont,0.0,Hispanic
124233,2012,VT,Vermont,7.2,"White, non-Hispanic"
124281,2014,VT,Vermont,10.8,"Other, non-Hispanic"
124328,2017,VT,Vermont,0.0,Hispanic
124356,2019,VT,Vermont,9.4,Male
124396,2017,VT,Vermont,9.7,Male
124399,2019,VT,Vermont,8.7,Overall
124437,2016,VT,Vermont,0.0,"Black, non-Hispanic"
124454,2012,VT,Vermont,12.6,"Other, non-Hispanic"
124462,2018,VT,Vermont,0.0,"Black, non-Hispanic"
124509,2019,VT,Vermont,0.0,Hispanic
124562,2011,VT,Vermont,0.0,"Black, non-Hispanic"
124631,2012,VT,Vermont,7.5,Male
124673,2015,VT,Vermont,7.3,Female
124763,2016,VT,Vermont,8.4,Overall
124768,2013,VT,Vermont,0.0,"Black, non-Hispanic"
124809,2015,VT,Vermont,12.0,"Multiracial, non-Hispanic"
124872,2014,VT,Vermont,7.7,"White, non-Hispanic"
124900,2018,VT,Vermont,9.2,Overall
124959,2016,VT,Vermont,0.0,"Multiracial, non-Hispanic"
124964,2013,VT,Vermont,0.0,Hispanic
125060,2018,VT,Vermont,0.0,Hispanic
125097,2018,VT,Vermont,8.7,"Multiracial, non-Hispanic"
125130,2016,VT,Vermont,0.0,Hispanic
125153,2011,VT,Vermont,0.0,Hispanic
125273,2011,VT,Vermont,0.0,"Other, non-Hispanic"
125392,2013,VT,Vermont,7.1,"Other, non-Hispanic"
125592,2014,VT,Vermont,20.6,"Multiracial, non-Hispanic"
125596,2018,VT,Vermont,9.3,"White, non-Hispanic"
125637,2016,VT,Vermont,8.3,"White, non-Hispanic"
125708,2017,VT,Vermont,16.9,"Multiracial, non-Hispanic"
125710,2011,VT,Vermont,0.0,"Multiracial, non-Hispanic"
125768,2014,VT,Vermont,7.0,Female
125781,2014,VT,Vermont,7.9,Overall
125822,2019,VT,Vermont,8.0,Female
125852,2017,VT,Vermont,6.8,Female
125908,2019,VT,Vermont,0.0,"Multiracial, non-Hispanic"
125983,2012,VT,Vermont,7.1,Female
126027,2013,VT,Vermont,0.0,"Multiracial, non-Hispanic"
126100,2019,VT,Vermont,8.6,"White, non-Hispanic"
126124,2015,VT,Vermont,9.2,Male
126157,2012,VT,Vermont,7.3,Overall
126168,2015,VT,Vermont,0.0,Hispanic
126190,2018,VT,Vermont,0.0,"Other, non-Hispanic"
126272,2016,VT,Vermont,14.0,"Other, non-Hispanic"
126330,2015,VT,Vermont,8.3,"White, non-Hispanic"
126428,2011,VT,Vermont,7.2,Female
126443,2013,VT,Vermont,7.1,Female
126526,2017,VT,Vermont,8.0,"White, non-Hispanic"
126604,2016,VT,Vermont,7.9,Female
126665,2011,VT,Vermont,7.5,"White, non-Hispanic"
126699,2015,VT,Vermont,0.0,"Other, non-Hispanic"
126746,2012,VT,Vermont,0.0,"Multiracial, non-Hispanic"
126748,2018,VT,Vermont,8.2,Female
126773,2015,VT,Vermont,0.0,"Black, non-Hispanic"
126780,2013,VT,Vermont,7.6,"White, non-Hispanic"
126792,2018,VT,Vermont,10.2,Male
126840,2014,WA,Washington,6.6,"Other, non-Hispanic"
126872,2013,WA,Washington,9.1,Male
126876,2016,WA,Washington,7.7,"Other, non-Hispanic"
126895,2011,WA,Washington,9.4,Male
126905,2019,WA,Washington,8.8,Female
126947,2014,WA,Washington,9.0,"White, non-Hispanic"
126989,2016,WA,Washington,9.7,"White, non-Hispanic"
127001,2018,WA,Washington,9.9,"White, non-Hispanic"
127067,2012,WA,Washington,8.5,"White, non-Hispanic"
127121,2018,WA,Washington,6.8,"Other, non-Hispanic"
127172,2012,WA,Washington,10.5,"Other, non-Hispanic"
127185,2015,WA,Washington,9.0,Male
127203,2017,WA,Washington,9.4,Male
127219,2019,WA,Washington,10.0,Male
127257,2012,WA,Washington,8.7,Male
127258,2012,WA,Washington,7.9,"Multiracial, non-Hispanic"
127342,2014,WA,Washington,9.6,Male
127361,2013,WA,Washington,8.6,Overall
127379,2018,WA,Washington,9.5,Female
127382,2013,WA,Washington,8.1,Female
127387,2016,WA,Washington,13.4,"Black, non-Hispanic"
127430,2018,WA,Washington,18.1,"Black, non-Hispanic"
127442,2016,WA,Washington,9.1,Female
127446,2011,WA,Washington,8.4,Female
127473,2014,WA,Washington,9.6,"Black, non-Hispanic"
127475,2018,WA,Washington,6.7,"Multiracial, non-Hispanic"
127480,2018,WA,Washington,10.3,Male
127507,2015,WA,Washington,7.9,Female
127518,2011,WA,Washington,8.9,Overall
127530,2017,WA,Washington,8.9,Female
127535,2019,WA,Washington,9.4,Overall
127550,2015,WA,Washington,8.4,Overall
127559,2016,WA,Washington,9.6,Male
127565,2017,WA,Washington,9.2,Overall
127624,2012,WA,Washington,14.1,"Black, non-Hispanic"
127661,2016,WA,Washington,9.4,"Multiracial, non-Hispanic"
127675,2014,WA,Washington,9.3,"Multiracial, non-Hispanic"
127679,2017,WA,Washington,11.4,Hispanic
127692,2019,WA,Washington,13.2,"Black, non-Hispanic"
127772,2015,WA,Washington,8.3,Hispanic
127788,2012,WA,Washington,8.9,Female
127793,2011,WA,Washington,7.8,"Multiracial, non-Hispanic"
127803,2019,WA,Washington,9.8,Hispanic
127815,2017,WA,Washington,10.6,"Black, non-Hispanic"
127867,2013,WA,Washington,8.5,"Multiracial, non-Hispanic"
127877,2015,WA,Washington,11.5,"Black, non-Hispanic"
127895,2014,WA,Washington,8.1,Female
127903,2016,WA,Washington,9.4,Overall
127923,2019,WA,Washington,11.7,"Multiracial, non-Hispanic"
127971,2014,WA,Washington,8.9,Overall
127982,2012,WA,Washington,8.8,Overall
128020,2017,WA,Washington,7.2,"Multiracial, non-Hispanic"
128031,2018,WA,Washington,9.9,Overall
128057,2011,WA,Washington,11.9,"Black, non-Hispanic"
128095,2013,WA,Washington,10.6,"Black, non-Hispanic"
128104,2015,WA,Washington,12.8,"Multiracial, non-Hispanic"
128130,2011,WA,Washington,6.5,Hispanic
128142,2017,WA,Washington,8.9,"White, non-Hispanic"
128143,2015,WA,Washington,6.6,"Other, non-Hispanic"
128159,2016,WA,Washington,7.3,Hispanic
128200,2018,WA,Washington,11.2,Hispanic
128210,2013,WA,Washington,8.6,Hispanic
128211,2015,WA,Washington,8.4,"White, non-Hispanic"
128249,2019,WA,Washington,9.0,"White, non-Hispanic"
128335,2019,WA,Washington,9.8,"Other, non-Hispanic"
128366,2020,IA,Iowa,10.0,Male
128391,2013,WA,Washington,8.6,"White, non-Hispanic"
128422,2011,WA,Washington,8.8,"White, non-Hispanic"
128461,2017,WA,Washington,9.0,"Other, non-Hispanic"
128478,2014,WA,Washington,10.4,Hispanic
128487,2013,WA,Washington,8.0,"Other, non-Hispanic"
128492,2012,WA,Washington,7.9,Hispanic
128542,2011,WA,Washington,10.7,"Other, non-Hispanic"
128560,2017,WI,Wisconsin,9.1,Overall
128580,2016,WI,Wisconsin,8.2,Female
128585,2015,WI,Wisconsin,0.0,"Multiracial, non-Hispanic"
128587,2018,WI,Wisconsin,9.5,Male
128588,2012,WI,Wisconsin,8.2,"White, non-Hispanic"
128598,2019,WI,Wisconsin,8.7,Overall
128610,2011,WI,Wisconsin,0.0,"Multiracial, non-Hispanic"
128627,2014,WI,Wisconsin,8.8,"White, non-Hispanic"
128667,2018,WI,Wisconsin,7.9,Female
128717,2012,WI,Wisconsin,8.2,Female
128729,2014,WI,Wisconsin,8.7,Female
128804,2018,WI,Wisconsin,8.6,"White, non-Hispanic"
128831,2012,WI,Wisconsin,8.5,Male
128845,2014,WI,Wisconsin,9.2,Male
128896,2017,WI,Wisconsin,0.0,"Multiracial, non-Hispanic"
128902,2016,WI,Wisconsin,11.4,Male
128910,2015,WI,Wisconsin,8.4,Overall
128914,2012,WI,Wisconsin,0.0,"Other, non-Hispanic"
128931,2019,WI,Wisconsin,0.0,"Multiracial, non-Hispanic"
128951,2014,WI,Wisconsin,9.5,"Other, non-Hispanic"
128981,2011,WI,Wisconsin,8.9,Female
129013,2017,WI,Wisconsin,7.9,Female
129020,2019,WI,Wisconsin,9.3,Male
129052,2016,WI,Wisconsin,9.8,Overall
129077,2018,WI,Wisconsin,8.7,Overall
129140,2013,WI,Wisconsin,8.3,Female
129146,2019,WI,Wisconsin,8.0,Female
129156,2011,WI,Wisconsin,8.4,Overall
129183,2015,WI,Wisconsin,7.8,Female
129195,2013,WI,Wisconsin,8.2,Overall
129259,2013,WI,Wisconsin,8.2,Male
129287,2013,WI,Wisconsin,0.0,"Multiracial, non-Hispanic"
129294,2015,WI,Wisconsin,9.0,Male
129325,2011,WI,Wisconsin,7.8,Male
129348,2017,WI,Wisconsin,10.3,Male
129389,2016,WI,Wisconsin,0.0,"Multiracial, non-Hispanic"
129408,2018,WI,Wisconsin,0.0,"Multiracial, non-Hispanic"
129434,2012,WI,Wisconsin,8.3,Overall
129453,2014,WI,Wisconsin,16.3,"Black, non-Hispanic"
129550,2014,WI,Wisconsin,9.0,Overall
129599,2018,WI,Wisconsin,9.2,"Black, non-Hispanic"
129618,2016,WI,Wisconsin,13.7,"Black, non-Hispanic"
129627,2015,WI,Wisconsin,0.0,"Other, non-Hispanic"
129647,2012,WI,Wisconsin,0.0,Hispanic
129655,2014,WI,Wisconsin,0.0,"Multiracial, non-Hispanic"
129699,2018,WI,Wisconsin,9.6,Hispanic
129713,2016,WI,Wisconsin,0.0,Hispanic
129721,2015,WI,Wisconsin,8.0,"White, non-Hispanic"
129724,2012,WI,Wisconsin,0.0,"Multiracial, non-Hispanic"
129745,2019,WI,Wisconsin,10.1,"Other, non-Hispanic"
129748,2012,WI,Wisconsin,12.0,"Black, non-Hispanic"
129766,2014,WI,Wisconsin,0.0,Hispanic
129808,2017,WI,Wisconsin,0.0,"Other, non-Hispanic"
129874,2013,WI,Wisconsin,7.8,"White, non-Hispanic"
129879,2015,WI,Wisconsin,11.5,"Black, non-Hispanic"
129949,2013,WI,Wisconsin,15.0,"Black, non-Hispanic"
129962,2011,WI,Wisconsin,8.0,"White, non-Hispanic"
129980,2016,WI,Wisconsin,9.9,"White, non-Hispanic"
130035,2017,WI,Wisconsin,15.9,"Black, non-Hispanic"
130047,2019,WI,Wisconsin,0.0,"Black, non-Hispanic"
130054,2019,WI,Wisconsin,8.8,"White, non-Hispanic"
130067,2017,WI,Wisconsin,0.0,Hispanic
130068,2011,WI,Wisconsin,0.0,"Other, non-Hispanic"
130076,2016,WI,Wisconsin,0.0,"Other, non-Hispanic"
130106,2019,WI,Wisconsin,0.0,Hispanic
130110,2011,WI,Wisconsin,16.0,"Black, non-Hispanic"
130126,2017,WI,Wisconsin,8.4,"White, non-Hispanic"
130177,2015,WI,Wisconsin,0.0,Hispanic
130189,2013,WI,Wisconsin,9.5,"Other, non-Hispanic"
130191,2018,WI,Wisconsin,0.0,"Other, non-Hispanic"
130208,2011,WI,Wisconsin,0.0,Hispanic
130248,2013,WI,Wisconsin,0.0,Hispanic
130289,2019,WV,West Virginia,0.0,"Other, non-Hispanic"
130293,2018,WV,West Virginia,0.0,Hispanic
130366,2014,WV,West Virginia,0.0,"Other, non-Hispanic"
130371,2011,WY,Wyoming,8.3,Male
130387,2017,WV,West Virginia,0.0,"Other, non-Hispanic"
130411,2012,WV,West Virginia,22.8,"Black, non-Hispanic"
130427,2016,WY,Wyoming,0.0,"Multiracial, non-Hispanic"
130445,2018,WY,Wyoming,0.0,"Multiracial, non-Hispanic"
130457,2016,WV,West Virginia,14.9,"Other, non-Hispanic"
130487,2015,WY,Wyoming,8.8,"White, non-Hispanic"
130492,2012,WV,West Virginia,0.0,"Other, non-Hispanic"
130505,2017,WY,Wyoming,8.8,"White, non-Hispanic"
130507,2015,WY,Wyoming,9.6,Male
130527,2014,WY,Wyoming,0.0,"Multiracial, non-Hispanic"
130528,2011,WY,Wyoming,8.2,Overall
130531,2018,WV,West Virginia,11.2,"Black, non-Hispanic"
130538,2012,WY,Wyoming,8.2,Female
130642,2012,WY,Wyoming,9.8,Male
130697,2015,WY,Wyoming,7.2,Female
130727,2011,WY,Wyoming,0.0,"Multiracial, non-Hispanic"
130771,2016,WV,West Virginia,16.0,"Black, non-Hispanic"
130779,2013,WY,Wyoming,8.5,Male
130803,2017,WY,Wyoming,8.3,Female
130844,2019,WY,Wyoming,7.7,Female
130866,2014,WV,West Virginia,19.2,"Black, non-Hispanic"
130905,2014,WY,Wyoming,7.8,"White, non-Hispanic"
130938,2016,WV,West Virginia,0.0,Hispanic
130978,2013,WY,Wyoming,8.7,Female
130987,2011,WY,Wyoming,8.1,Female
131027,2017,WY,Wyoming,9.7,Male
131028,2019,WY,Wyoming,7.9,Male
131029,2012,WV,West Virginia,0.0,Hispanic
131080,2014,WV,West Virginia,0.0,Hispanic
131109,2012,WV,West Virginia,12.7,Male
131166,2012,WY,Wyoming,8.9,"White, non-Hispanic"
131255,2018,WV,West Virginia,0.0,"Other, non-Hispanic"
131288,2017,WY,Wyoming,0.0,"Multiracial, non-Hispanic"
131308,2015,WY,Wyoming,0.0,"Multiracial, non-Hispanic"
131353,2018,WV,West Virginia,16.4,"White, non-Hispanic"
131378,2015,WV,West Virginia,14.5,Overall
131396,2013,WY,Wyoming,0.0,"Multiracial, non-Hispanic"
131425,2014,WV,West Virginia,14.1,Male
131463,2014,WY,Wyoming,9.3,Male
131472,2016,WY,Wyoming,7.8,"White, non-Hispanic"
131473,2011,WV,West Virginia,12.0,Overall
131489,2013,WV,West Virginia,13.0,Overall
131500,2016,WV,West Virginia,15.2,Male
131503,2018,WY,Wyoming,8.0,"White, non-Hispanic"
131527,2015,WV,West Virginia,14.2,Female
131546,2016,WY,Wyoming,8.5,Male
131552,2017,WV,West Virginia,15.2,Overall
131555,2012,WV,West Virginia,13.0,"White, non-Hispanic"
131576,2019,WV,West Virginia,15.2,Female
131611,2013,WY,Wyoming,8.6,Overall
131621,2012,WY,Wyoming,0.0,"Multiracial, non-Hispanic"
131642,2018,WY,Wyoming,8.7,Female
131658,2014,WV,West Virginia,13.9,"White, non-Hispanic"
131672,2017,WV,West Virginia,15.2,Female
131683,2014,WY,Wyoming,7.4,Female
131686,2019,WY,Wyoming,7.8,Overall
131701,2019,WV,West Virginia,15.7,Overall
131703,2011,WV,West Virginia,0.0,"Multiracial, non-Hispanic"
131792,2013,WV,West Virginia,12.6,Female
131795,2016,WY,Wyoming,8.1,Female
131829,2011,WV,West Virginia,12.4,Female
131831,2018,WV,West Virginia,14.8,Male
131877,2018,WY,Wyoming,8.8,Male
131903,2017,WY,Wyoming,9.0,Overall
131909,2016,WV,West Virginia,14.9,"White, non-Hispanic"
131918,2019,WY,Wyoming,0.0,"Multiracial, non-Hispanic"
131942,2011,WY,Wyoming,7.9,"White, non-Hispanic"
131978,2017,WV,West Virginia,15.3,Male
131979,2011,WY,Wyoming,8.6,Hispanic
132030,2018,WY,Wyoming,17.8,"Other, non-Hispanic"
132055,2015,WV,West Virginia,0.0,"Multiracial, non-Hispanic"
132081,2015,WY,Wyoming,5.7,Hispanic
132099,2014,WY,Wyoming,15.2,"Other, non-Hispanic"
132107,2012,WY,Wyoming,0.0,"Black, non-Hispanic"
132116,2011,WV,West Virginia,11.7,Male
132131,2013,WV,West Virginia,17.6,"Multiracial, non-Hispanic"
132133,2013,WV,West Virginia,13.5,Male
132158,2013,WY,Wyoming,13.7,Hispanic
132175,2019,WV,West Virginia,15.7,"White, non-Hispanic"
132200,2011,WY,Wyoming,0.0,"Black, non-Hispanic"
132222,2016,WY,Wyoming,0.0,"Other, non-Hispanic"
132246,2019,WY,Wyoming,10.1,Hispanic
132250,2016,WV,West Virginia,15.0,Overall
132272,2015,WV,West Virginia,14.7,Male
132294,2015,WY,Wyoming,8.4,Overall
132304,2012,WV,West Virginia,13.0,Overall
132343,2017,WV,West Virginia,15.5,"White, non-Hispanic"
132408,2014,WV,West Virginia,14.1,Overall
132445,2011,WV,West Virginia,12.2,"White, non-Hispanic"
132461,2017,WY,Wyoming,11.9,Hispanic
132471,2018,WV,West Virginia,16.2,Overall
132491,2019,WY,Wyoming,0.0,"Black, non-Hispanic"
132508,2014,WV,West Virginia,14.1,Female
132537,2012,WV,West Virginia,0.0,"Multiracial, non-Hispanic"
132545,2014,WY,Wyoming,8.4,Overall
132559,2018,WV,West Virginia,17.5,Female
132578,2011,WY,Wyoming,15.4,"Other, non-Hispanic"
132594,2016,WV,West Virginia,14.8,Female
132596,2012,WY,Wyoming,9.1,Overall
132675,2012,WV,West Virginia,13.2,Female
132680,2017,WY,Wyoming,0.0,"Black, non-Hispanic"
132686,2017,WV,West Virginia,13.3,"Multiracial, non-Hispanic"
132721,2018,WY,Wyoming,8.7,Overall
132733,2013,WV,West Virginia,12.9,"White, non-Hispanic"
132749,2015,WY,Wyoming,0.0,"Black, non-Hispanic"
132777,2019,WV,West Virginia,0.0,"Multiracial, non-Hispanic"
132780,2019,WV,West Virginia,16.1,Male
132788,2012,WY,Wyoming,10.4,Hispanic
132824,2016,WY,Wyoming,8.3,Overall
132827,2013,WY,Wyoming,0.0,"Black, non-Hispanic"
132834,2015,WV,West Virginia,14.6,"White, non-Hispanic"
132884,2014,WY,Wyoming,10.4,Hispanic
132893,2011,WV,West Virginia,8.8,"Black, non-Hispanic"
132909,2013,WV,West Virginia,0.0,"Other, non-Hispanic"
132911,2016,WV,West Virginia,16.1,"Multiracial, non-Hispanic"
132935,2017,WY,Wyoming,0.0,"Other, non-Hispanic"
